rank,tensor,coord,bit_class,prompt,EditDist_mean,EditDist_median,EditDist_std,EditDist_Norm_mean,EditDist_Norm_median,EditDist_Norm_std,BLEU_mean,BLEU_median,BLEU_std,METEOR_mean,METEOR_median,METEOR_std,BERTScore_F1_mean,BERTScore_F1_median,BERTScore_F1_std,ROUGE1_F1_mean,ROUGE1_F1_median,ROUGE1_F1_std,ROUGE2_F1_mean,ROUGE2_F1_median,ROUGE2_F1_std,ROUGEL_F1_mean,ROUGEL_F1_median,ROUGEL_F1_std
1,transformer.wte.weight,"(837, 496)",exponent,The bank transfer amount is,390.0,390.0,0.0,0.752895752895753,0.752895752895753,0.0,0.4312572865610176,0.4312572865610176,0.0,0.01019367991845056,0.01019367991845056,0.0,0.7138199210166931,0.7138199210166931,0.0,0.01680672268907563,0.01680672268907563,0.0,0.0,0.0,0.0,0.01680672268907563,0.01680672268907563,0.0
1,transformer.wte.weight,"(837, 496)",exponent,The evacuation order status is,371.0,371.0,0.0,0.7556008146639511,0.7556008146639511,0.0,0.5838768621249747,0.5838768621249747,0.0,0.04945054945054945,0.04945054945054945,0.0,0.7005788087844849,0.7005788087844849,0.0,0.03669724770642202,0.03669724770642202,0.0,0.0,0.0,0.0,0.03669724770642202,0.03669724770642202,0.0
1,transformer.wte.weight,"(837, 496)",exponent,The patient should take,341.0,341.0,0.0,0.7594654788418709,0.7594654788418709,0.0,0.4724186878758777,0.4724186878758777,0.0,0.03432494279176201,0.03432494279176201,0.0,0.7190119624137878,0.7190119624137878,0.0,0.037037037037037035,0.037037037037037035,0.0,0.0,0.0,0.0,0.037037037037037035,0.037037037037037035,0.0
1,transformer.wte.weight,"(837, 496)",exponent,The recommended dose for a child is,260.0,260.0,0.0,0.7878787878787878,0.7878787878787878,0.0,0.5025442905774142,0.5025442905774142,0.0,0.02735978112175102,0.027359781121751022,0.0,0.7290291786193848,0.7290291786193848,0.0,0.018518518518518517,0.018518518518518517,0.0,0.0,0.0,0.0,0.018518518518518517,0.018518518518518517,0.0
1,transformer.wte.weight,"(837, 496)",exponent,The weather today is,304.0,304.0,0.0,0.7169811320754716,0.7169811320754716,0.0,1.0152938344458982,1.0152938344458982,0.0,0.10373443983402489,0.10373443983402489,0.0,0.7216566801071167,0.7216566801071167,0.0,0.015151515151515152,0.015151515151515152,0.0,0.0,0.0,0.0,0.015151515151515152,0.015151515151515152,0.0
1,transformer.wte.weight,"(837, 496)",mantissa,The bank transfer amount is,390.0,390.0,0.0,0.752895752895753,0.752895752895753,0.0,0.4312572865610176,0.4312572865610176,0.0,0.01019367991845056,0.01019367991845056,0.0,0.7138199210166931,0.7138199210166931,0.0,0.01680672268907563,0.01680672268907563,0.0,0.0,0.0,0.0,0.01680672268907563,0.01680672268907563,0.0
1,transformer.wte.weight,"(837, 496)",mantissa,The evacuation order status is,371.0,371.0,0.0,0.7556008146639511,0.7556008146639511,0.0,0.5838768621249747,0.5838768621249747,0.0,0.04945054945054945,0.04945054945054945,0.0,0.7005788087844849,0.7005788087844849,0.0,0.03669724770642202,0.03669724770642202,0.0,0.0,0.0,0.0,0.03669724770642202,0.03669724770642202,0.0
1,transformer.wte.weight,"(837, 496)",mantissa,The patient should take,341.0,341.0,0.0,0.7594654788418709,0.7594654788418709,0.0,0.4724186878758777,0.4724186878758777,0.0,0.03432494279176201,0.03432494279176201,0.0,0.7190119624137878,0.7190119624137878,0.0,0.037037037037037035,0.037037037037037035,0.0,0.0,0.0,0.0,0.037037037037037035,0.037037037037037035,0.0
1,transformer.wte.weight,"(837, 496)",mantissa,The recommended dose for a child is,260.0,260.0,0.0,0.7878787878787878,0.7878787878787878,0.0,0.5025442905774142,0.5025442905774142,0.0,0.02735978112175102,0.027359781121751022,0.0,0.7290291786193848,0.7290291786193848,0.0,0.018518518518518517,0.018518518518518517,0.0,0.0,0.0,0.0,0.018518518518518517,0.018518518518518517,0.0
1,transformer.wte.weight,"(837, 496)",mantissa,The weather today is,304.0,304.0,0.0,0.7169811320754716,0.7169811320754716,0.0,1.0152938344458982,1.0152938344458982,0.0,0.10373443983402489,0.10373443983402489,0.0,0.7216566801071167,0.7216566801071167,0.0,0.015151515151515152,0.015151515151515152,0.0,0.0,0.0,0.0,0.015151515151515152,0.015151515151515152,0.0
1,transformer.wte.weight,"(837, 496)",sign,The bank transfer amount is,339.6,390.0,69.01304224565092,0.6555984555984556,0.752895752895753,0.13322981128504044,5.966253896536719,0.4312572865610176,7.579106247495789,0.13926563105162248,0.01019367991845056,0.17673904794210687,0.7728941321372986,0.7138199210166931,0.08089069499394538,0.2305968541262659,0.01680672268907563,0.29274419390035866,0.12467532467532468,0.0,0.17071871922238946,0.2203404438698556,0.01680672268907563,0.2787000257592005
1,transformer.wte.weight,"(837, 496)",sign,The evacuation order status is,341.2,374.0,44.913249715423625,0.6949083503054989,0.7617107942973523,0.09147301367703384,7.827662693323667,0.5838768621249747,9.918962253709584,0.14404365642191408,0.04395604395604395,0.13705060768598082,0.7583037853240967,0.7016235589981079,0.07761259630810553,0.14891490034799115,0.03669724770642202,0.15366034925516653,0.08951048951048951,0.0,0.12256728559556165,0.14891490034799115,0.03669724770642202,0.15366034925516653
1,transformer.wte.weight,"(837, 496)",sign,The patient should take,344.6,341.0,4.929503017546498,0.7674832962138085,0.7594654788418709,0.010978848591417558,1.8247017853523928,0.4724186878758777,1.8516898915521118,0.0812811013039846,0.02860411899313501,0.07213092868238233,0.7865411520004273,0.7175983190536499,0.09440386195815079,0.13650793650793652,0.037037037037037035,0.1362061386388508,0.09166666666666667,0.0,0.12551975276160057,0.13650793650793652,0.037037037037037035,0.1362061386388508
1,transformer.wte.weight,"(837, 496)",sign,The recommended dose for a child is,258.4,256.0,3.2863353450309942,0.783030303030303,0.7757575757575758,0.00995859195463938,1.2577142351529735,0.4926407262249432,1.047620047473781,0.0834667576638118,0.034106412005457026,0.06758943690833275,0.7892225980758667,0.7257400751113892,0.0869270245874602,0.12248120300751879,0.03571428571428572,0.11881049461672212,0.060215053763440864,0.0,0.08245285811905727,0.12248120300751879,0.03571428571428572,0.11881049461672212
1,transformer.wte.weight,"(837, 496)",sign,The weather today is,282.4,308.0,35.054243680330636,0.6660377358490566,0.7264150943396226,0.0826751030196477,9.995033425763951,1.025708467150259,12.281754013567024,0.16095750361196298,0.0778816199376947,0.11375633868267972,0.7765296459197998,0.7251044511795044,0.07041684795838954,0.1392307692307692,0.015384615384615385,0.16958333030448414,0.09620253164556962,0.0,0.1317307416784577,0.1392307692307692,0.015384615384615385,0.16958333030448414
2,transformer.wte.weight,"(2488, 496)",exponent,The bank transfer amount is,401.4,402.0,1.3416407864998674,0.7749034749034749,0.7760617760617761,0.0025900401283781233,0.6648169291081393,0.682026275086458,0.0384812674558331,0.05622261174408414,0.06134969325153374,0.011464502776839412,0.7454676151275634,0.7469733357429504,0.0033668936511280522,0.1388597640891219,0.14678899082568808,0.01773028999197081,0.0,0.0,0.0,0.1388597640891219,0.14678899082568808,0.01773028999197081
2,transformer.wte.weight,"(2488, 496)",exponent,The evacuation order status is,373.2,371.0,4.919349550499541,0.7600814663951121,0.7556008146639511,0.0100190418543779,0.6337802480376163,0.6217379583465574,0.026927378353952678,0.059374546158687126,0.05494505494505494,0.009904643459419615,0.7148732781410218,0.7142859101295471,0.001313394801466097,0.027184466019417475,0.0,0.06078631395145059,0.0,0.0,0.0,0.027184466019417475,0.0,0.06078631395145059
2,transformer.wte.weight,"(2488, 496)",exponent,The patient should take,337.6,335.0,5.813776741499447,0.7518930957683742,0.7461024498886414,0.01294827782071149,0.5378724755798251,0.5367712622457371,0.0024623878727498298,0.04005494087826768,0.04004576659038901,2.0514331341858123e-05,0.733869481086731,0.7360811233520508,0.0049453824471667645,0.07410021171489062,0.07339449541284404,0.0015780296242059208,0.0,0.0,0.0,0.07410021171489062,0.07339449541284404,0.0015780296242059208
2,transformer.wte.weight,"(2488, 496)",exponent,The recommended dose for a child is,264.0,268.0,8.94427190999916,0.8,0.8121212121212121,0.02710385427272476,0.4561925406387165,0.426878472907377,0.06554824814430814,0.028800993527020924,0.02054794520547945,0.01845437706855727,0.7220733046531678,0.7189585566520691,0.00696478826323812,0.04338461538461538,0.019230769230769232,0.05400964191807184,0.0,0.0,0.0,0.04338461538461538,0.019230769230769232,0.05400964191807184
2,transformer.wte.weight,"(2488, 496)",exponent,The weather today is,335.0,339.0,8.94427190999916,0.7900943396226415,0.7995283018867925,0.021094980919809332,1.0133612209634169,1.0363389901939641,0.051379853970806764,0.039501039501039496,0.041580041580041575,0.0046487899740120355,0.7284509181976319,0.7289698719978333,0.0011604159744322165,0.024921867123701986,0.02197802197802198,0.00658263786097327,0.0,0.0,0.0,0.024921867123701986,0.02197802197802198,0.00658263786097327
2,transformer.wte.weight,"(2488, 496)",mantissa,The bank transfer amount is,399.0,399.0,0.0,0.7702702702702703,0.7702702702702703,0.0,0.5959795451948647,0.5959795451948647,0.0,0.03571428571428571,0.03571428571428571,0.0,0.7394447326660156,0.7394447326660156,0.0,0.10714285714285716,0.10714285714285715,0.0,0.0,0.0,0.0,0.10714285714285716,0.10714285714285715,0.0
2,transformer.wte.weight,"(2488, 496)",mantissa,The evacuation order status is,382.0,382.0,0.0,0.7780040733197556,0.7780040733197556,0.0,0.681949406801852,0.681949406801852,0.0,0.07709251101321588,0.07709251101321588,0.0,0.7172227501869202,0.7172227501869202,0.0,0.13592233009708737,0.13592233009708737,0.0,0.0,0.0,0.0,0.13592233009708737,0.13592233009708737,0.0
2,transformer.wte.weight,"(2488, 496)",mantissa,The patient should take,348.0,348.0,0.0,0.7750556792873051,0.7750556792873051,0.0,0.5422773289161769,0.5422773289161769,0.0,0.04009163802978236,0.04009163802978236,0.0,0.7250229120254517,0.7250229120254517,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0
2,transformer.wte.weight,"(2488, 496)",mantissa,The recommended dose for a child is,248.0,248.0,0.0,0.7515151515151515,0.7515151515151515,0.0,0.5734488115640745,0.5734488115640745,0.0,0.0618131868131868,0.0618131868131868,0.0,0.7345322966575623,0.7345322966575623,0.0,0.13999999999999999,0.13999999999999999,0.0,0.0,0.0,0.0,0.13999999999999999,0.13999999999999999,0.0
2,transformer.wte.weight,"(2488, 496)",mantissa,The weather today is,319.0,319.0,0.0,0.7523584905660378,0.7523584905660378,0.0,0.9214501440412277,0.9214501440412277,0.0,0.03118503118503118,0.031185031185031183,0.0,0.7263751029968262,0.7263751029968262,0.0,0.03669724770642202,0.03669724770642202,0.0,0.0,0.0,0.0,0.03669724770642202,0.03669724770642202,0.0
2,transformer.wte.weight,"(2488, 496)",sign,The bank transfer amount is,407.4,419.0,15.883954167649819,0.7864864864864864,0.8088803088803089,0.030664004184652153,0.4588616996900662,0.4772646417760986,0.025199266262452828,0.013251783893985727,0.01529051987767584,0.0027916542176613973,0.7204095363616944,0.7248026132583618,0.006015468282898924,0.01909382309624881,0.02061855670103093,0.002087827473813336,0.0,0.0,0.0,0.01909382309624881,0.02061855670103093,0.002087827473813336
2,transformer.wte.weight,"(2488, 496)",sign,The evacuation order status is,377.0,381.0,5.477225575051661,0.7678207739307535,0.7759674134419552,0.011155245570369968,0.5838768621249747,0.5838768621249747,0.0,0.04615384615384615,0.04395604395604395,0.0030094646016767374,0.7030480861663818,0.7046942710876465,0.002254131538003787,0.03797986995635522,0.038834951456310676,0.0011708685650773983,0.0,0.0,0.0,0.03797986995635522,0.038834951456310676,0.0011708685650773983
2,transformer.wte.weight,"(2488, 496)",sign,The patient should take,360.2,373.0,17.527121840165318,0.8022271714922049,0.8307349665924276,0.039035906102818055,0.43495426282246347,0.40997797945352066,0.03420018450952777,0.02402745995423341,0.017162471395881004,0.009400272726061202,0.7180334210395813,0.7173810601234436,0.0008932819735083843,0.029629629629629627,0.02469135802469136,0.006762006882779826,0.0,0.0,0.0,0.029629629629629627,0.02469135802469136,0.006762006882779826
2,transformer.wte.weight,"(2488, 496)",sign,The recommended dose for a child is,255.2,252.0,4.381780460041328,0.7733333333333333,0.7636363636363637,0.013278122606185806,0.48161981146618127,0.4676701587253592,0.019101348688779947,0.02325581395348837,0.02051983584131327,0.0037463923221967566,0.7267607808113098,0.7252485156059265,0.0020707544147965393,0.020594220594220593,0.02197802197802198,0.0018948480825372064,0.0,0.0,0.0,0.020594220594220593,0.02197802197802198,0.0018948480825372064
2,transformer.wte.weight,"(2488, 496)",sign,The weather today is,328.6,345.0,22.45662485771181,0.775,0.8136792452830188,0.05296373787196181,0.6801044191210515,0.456644808904487,0.3059846730173106,0.05394190871369294,0.020746887966804975,0.04545415414980632,0.7142134785652161,0.709251344203949,0.006794682307593691,0.019696969696969695,0.022727272727272724,0.004149413314433074,0.0,0.0,0.0,0.019696969696969695,0.022727272727272724,0.004149413314433074
3,transformer.wte.weight,"(764, 496)",exponent,The bank transfer amount is,399.2,398.0,2.683281572999747,0.7706563706563706,0.7683397683397684,0.005180080256756271,0.7949783195946324,0.6957331268958582,0.22191899731452505,0.06745544843704351,0.06646216768916155,0.0022210432730059276,0.7216642141342163,0.7173516750335693,0.009643130584672447,0.09454545454545453,0.0909090909090909,0.008131156281817433,0.0,0.0,0.0,0.09454545454545453,0.0909090909090909,0.008131156281817433
3,transformer.wte.weight,"(764, 496)",exponent,The evacuation order status is,379.8,378.0,4.024922359499622,0.7735234215885948,0.769857433808554,0.008197397880854596,0.805386310511401,0.7087431155418189,0.2161007535147513,0.08384631093736325,0.08278145695364238,0.0023810858937113066,0.7051507353782653,0.7021381855010986,0.006736266310953487,0.10297029702970298,0.099009900990099,0.0088557147623754,0.0,0.0,0.0,0.10297029702970298,0.099009900990099,0.0088557147623754
3,transformer.wte.weight,"(764, 496)",exponent,The patient should take,340.2,338.0,4.919349550499541,0.7576837416481068,0.7527839643652561,0.010956235079063566,1.0020791188650002,1.11070727164641,0.24289993388946493,0.0688652955155494,0.07462686567164178,0.012883262526156652,0.7158488750457763,0.7130030393600464,0.006363482046086969,0.07766990291262135,0.07766990291262135,0.0,0.0,0.0,0.0,0.07766990291262135,0.07766990291262135,0.0
3,transformer.wte.weight,"(764, 496)",exponent,The recommended dose for a child is,242.4,241.0,3.1304951684997078,0.7345454545454546,0.7303030303030303,0.009486348995453666,0.7631997234578047,0.6672752485402187,0.21449364662169595,0.10493107902198813,0.09641873278236916,0.019034184839802706,0.7247325301170349,0.7218926548957825,0.006350154042337704,0.12754050073637704,0.12371134020618557,0.008562263242267248,0.0,0.0,0.0,0.12754050073637704,0.12371134020618557,0.008562263242267248
3,transformer.wte.weight,"(764, 496)",exponent,The weather today is,319.2,319.0,0.44721359549995315,0.7528301886792453,0.7523584905660378,0.001054749045990529,1.0280877122513767,1.1222187289700027,0.21048335217401676,0.06143451143451143,0.0625,0.0023825048616811745,0.7151907324790955,0.712047815322876,0.007027776408957098,0.052336448598130844,0.05607476635514019,0.00835913262616744,0.0,0.0,0.0,0.052336448598130844,0.05607476635514019,0.00835913262616744
3,transformer.wte.weight,"(764, 496)",mantissa,The bank transfer amount is,398.0,398.0,0.0,0.7683397683397684,0.7683397683397684,0.0,0.6957331268958582,0.6957331268958582,0.0,0.06646216768916155,0.06646216768916155,0.0,0.7173516750335693,0.7173516750335693,0.0,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0,0.0,0.0909090909090909,0.0909090909090909,0.0
3,transformer.wte.weight,"(764, 496)",mantissa,The evacuation order status is,378.0,378.0,0.0,0.769857433808554,0.769857433808554,0.0,0.7087431155418189,0.7087431155418189,0.0,0.08278145695364238,0.08278145695364238,0.0,0.7021381855010986,0.7021381855010986,0.0,0.099009900990099,0.099009900990099,0.0,0.0,0.0,0.0,0.099009900990099,0.099009900990099,0.0
3,transformer.wte.weight,"(764, 496)",mantissa,The patient should take,338.0,338.0,0.0,0.7527839643652561,0.7527839643652561,0.0,1.11070727164641,1.11070727164641,0.0,0.07462686567164178,0.07462686567164178,0.0,0.7130030393600464,0.7130030393600464,0.0,0.07766990291262135,0.07766990291262135,0.0,0.0,0.0,0.0,0.07766990291262135,0.07766990291262135,0.0
3,transformer.wte.weight,"(764, 496)",mantissa,The recommended dose for a child is,241.0,241.0,0.0,0.7303030303030303,0.7303030303030303,0.0,0.6672752485402187,0.6672752485402187,0.0,0.09641873278236916,0.09641873278236916,0.0,0.7218926548957825,0.7218926548957825,0.0,0.12371134020618557,0.12371134020618557,0.0,0.0,0.0,0.0,0.12371134020618557,0.12371134020618557,0.0
3,transformer.wte.weight,"(764, 496)",mantissa,The weather today is,319.0,319.0,0.0,0.7523584905660378,0.7523584905660378,0.0,1.1222187289700027,1.1222187289700027,0.0,0.0625,0.0625,0.0,0.712047815322876,0.712047815322876,0.0,0.05607476635514019,0.05607476635514019,0.0,0.0,0.0,0.0,0.05607476635514019,0.05607476635514019,0.0
3,transformer.wte.weight,"(764, 496)",sign,The bank transfer amount is,402.0,404.0,2.7386127875258306,0.7760617760617761,0.7799227799227799,0.0052868972732158905,0.9535672723117836,1.1919590903897295,0.32643144071489705,0.05714285714285714,0.07142857142857142,0.019561519910898786,0.7391265153884887,0.7389143705368042,0.00029049130181556243,0.10831168831168832,0.1090909090909091,0.0010669919951399346,0.0,0.0,0.0,0.10831168831168832,0.1090909090909091,0.0010669919951399346
3,transformer.wte.weight,"(764, 496)",sign,The evacuation order status is,385.0,387.0,2.7386127875258306,0.7841140529531568,0.7881873727087576,0.005577622785184956,0.9879552169545786,1.1919590903897295,0.27934380824715277,0.08370044052863437,0.0881057268722467,0.006032186756664819,0.7172096610069275,0.7172009348869324,1.1948731902058917e-05,0.12565606075170624,0.1188118811881188,0.009371778836481742,0.0,0.0,0.0,0.12565606075170624,0.1188118811881188,0.009371778836481742
3,transformer.wte.weight,"(764, 496)",sign,The patient should take,348.6,349.0,0.5477225575051635,0.7763919821826281,0.77728285077951,0.0012198720657130406,0.5574508362100875,0.5675665077393613,0.013851453702240097,0.043528064146620846,0.045819014891179836,0.003137013502320536,0.7263484954833984,0.7272322177886963,0.0012100866029552536,0.07737117251680359,0.07766990291262135,0.00040905344100459833,0.0,0.0,0.0,0.07737117251680359,0.07766990291262135,0.00040905344100459833
3,transformer.wte.weight,"(764, 496)",sign,The recommended dose for a child is,248.0,248.0,0.0,0.7515151515151515,0.7515151515151515,0.0,0.9175180985025191,1.146897623128149,0.3140908496681729,0.10811355311355308,0.13898046398046396,0.04226625840577105,0.7354681372642518,0.7360920310020447,0.0008543016841885508,0.14171428571428574,0.14285714285714288,0.0015649215928719231,0.0,0.0,0.0,0.14171428571428574,0.14285714285714288,0.0015649215928719231
3,transformer.wte.weight,"(764, 496)",sign,The weather today is,319.6,320.0,0.5477225575051635,0.7537735849056604,0.7547169811320755,0.0012917984846820146,0.7595182448426149,0.6515636453768731,0.14782292328455493,0.04677754677754677,0.05717255717255716,0.014233954197119697,0.7272074818611145,0.7277624011039734,0.0007598544672687495,0.03710880562462488,0.037383177570093455,0.00037569925919928894,0.0,0.0,0.0,0.03710880562462488,0.037383177570093455,0.00037569925919928894
